ID,Username,Tweet,Sentiment,Location,Hashtags,Timestamp,Retweet_count,Like_count,Brand
t00142,jonesnicholas,"Just another update from Apple at Toronto, Canada! #MovieNight",neutral,"Toronto, Canada",['#MovieNight'],2024-05-08 21:34:33.407981,198,650,Apple
t00143,richard86,"Yet to form a solid opinion about Amazon at Port Justin, Malaysia! #MovieNight #FitnessGoals",neutral,"Port Justin, Malaysia","['#MovieNight', '#FitnessGoals']",2024-07-31 19:18:00.182498,520,1012,Amazon
t00144,jamesmorgan,"Loving the fresh updates brought by Tesla at Toronto, Canada! #EcoFriendly #TravelDiaries",positive,"Toronto, Canada","['#EcoFriendly', '#TravelDiaries']",2024-11-26 02:44:08.186662,680,2544,Tesla
t00145,lgilbert,"Yet to form a solid opinion about Adidas at Toronto, Canada! #MovieNight #Trending",neutral,"Toronto, Canada","['#MovieNight', '#Trending']",2025-02-16 05:40:08.215335,480,2358,Adidas
t00146,johngray,"Major letdown from Apple at London, UK! #EcoFriendly",negative,"London, UK",['#EcoFriendly'],2025-04-06 16:12:51.439718,958,2561,Apple
t00147,wendy62,"Just another update from Amazon at London, UK! #TechNews #MovieNight",neutral,"London, UK","['#TechNews', '#MovieNight']",2024-09-03 01:54:29.744892,874,1773,Amazon
t00148,jacobkim,"Could have been better, talking about Google at Tokyo, Japan! #TechNews #MovieNight",negative,"Tokyo, Japan","['#TechNews', '#MovieNight']",2024-06-13 04:10:13.573407,12,845,Google
t00149,stevenanderson,"Mixed feelings about Nike at São Paulo, Brazil! #MovieNight #Trending",neutral,"São Paulo, Brazil","['#MovieNight', '#Trending']",2025-02-23 21:05:57.767245,848,2484,Nike
t00150,morganmallory,"Yet to form a solid opinion about Netflix at Jenkinsland, Tokelau! #TravelDiaries #TechNews",neutral,"Jenkinsland, Tokelau","['#TravelDiaries', '#TechNews']",2025-04-05 13:09:19.518774,398,1210,Netflix
t00151,bakerchristopher,"Not satisfied with the recent changes by Nike at South Sherrichester, Panama! #EcoFriendly #Trending",negative,"South Sherrichester, Panama","['#EcoFriendly', '#Trending']",2024-09-11 12:42:05.888153,152,1331,Nike
t00152,markwalker,"Excited about the new launch event of Nike at Michaelport, Comoros! #FitnessGoals #Trending",positive,"Michaelport, Comoros","['#FitnessGoals', '#Trending']",2024-11-05 17:05:26.935869,226,798,Nike
t00153,baileybrian,"Blown away by the quality of Apple at Wrightport, Malawi! #TechNews",positive,"Wrightport, Malawi",['#TechNews'],2024-07-21 10:51:57.436443,610,1621,Apple
t00154,alisonstanley,"Unmatched service and performance by Netflix at Tokyo, Japan! #MovieNight",positive,"Tokyo, Japan",['#MovieNight'],2024-12-05 11:53:30.245892,644,2003,Netflix
t00155,stevenslisa,"Checked out the new update of Adidas at Benjaminchester, Niger! #MovieNight",neutral,"Benjaminchester, Niger",['#MovieNight'],2024-11-18 03:38:33.878174,892,1496,Adidas
t00156,stephaniejones,"Giving a try to Samsung at New York, USA! #Innovation #TravelDiaries",neutral,"New York, USA","['#Innovation', '#TravelDiaries']",2024-11-30 16:52:29.504423,374,1218,Samsung
t00157,gregorypeterson,"Not sure how to feel about Adidas at Lake Williamview, Norway! #ShopSmart #TechNews",neutral,"Lake Williamview, Norway","['#ShopSmart', '#TechNews']",2024-06-20 07:57:09.328677,510,660,Adidas
t00158,denniskristen,"Not sure how to feel about Nike at South Jessica, Tajikistan! #TravelDiaries",neutral,"South Jessica, Tajikistan",['#TravelDiaries'],2025-01-26 00:32:48.887487,291,2025,Nike
t00159,nathaniel16,"Yet to form a solid opinion about Amazon at Mumbai, India! #TravelDiaries",neutral,"Mumbai, India",['#TravelDiaries'],2024-07-21 07:02:59.687499,361,1342,Amazon
t00160,deansamantha,"Random thoughts on Apple at Berlin, Germany! #ShopSmart",neutral,"Berlin, Germany",['#ShopSmart'],2024-07-02 14:34:11.321306,998,2964,Apple
t00161,christina59,"Had an average experience with Netflix at Tokyo, Japan! #EcoFriendly",neutral,"Tokyo, Japan",['#EcoFriendly'],2024-10-04 23:52:27.305302,50,1882,Netflix
t00162,janet34,"First time trying products from Google at Warnerland, Guinea-Bissau! #Trending #Innovation",neutral,"Warnerland, Guinea-Bissau","['#Trending', '#Innovation']",2024-07-22 18:42:18.336525,154,889,Google
t00163,brian32,"First time trying products from Amazon at London, UK! #EcoFriendly",neutral,"London, UK",['#EcoFriendly'],2024-11-07 06:39:10.277980,215,1045,Amazon
t00164,roygomez,"Major letdown from Google at Port Marissaburgh, Bermuda! #TravelDiaries #ShopSmart",negative,"Port Marissaburgh, Bermuda","['#TravelDiaries', '#ShopSmart']",2024-10-17 11:04:53.843089,980,2758,Google
t00165,yruiz,"Major letdown from Nike at Annaside, Marshall Islands! #Trending",negative,"Annaside, Marshall Islands",['#Trending'],2024-12-08 11:15:20.873635,913,2108,Nike
t00166,kparker,"First impressions are great for Apple at Paris, France! #EcoFriendly",positive,"Paris, France",['#EcoFriendly'],2025-01-27 09:17:45.856049,129,2030,Apple
t00167,oriley,"Excited about the new launch event of Netflix at São Paulo, Brazil! #Innovation",positive,"São Paulo, Brazil",['#Innovation'],2024-05-16 01:09:10.538860,268,1960,Netflix
t00168,joannajimenez,"Exploring the features of Adidas at Berlin, Germany! #TechNews",neutral,"Berlin, Germany",['#TechNews'],2024-09-29 16:27:54.273098,309,1028,Adidas
t00169,gardnerlori,"Yet to form a solid opinion about Adidas at Los Angeles, USA! #FitnessGoals",neutral,"Los Angeles, USA",['#FitnessGoals'],2025-03-22 05:13:54.830340,476,733,Adidas
t00170,martinezstephanie,"Could have been better, talking about Amazon at Kirkville, Argentina! #Trending #Innovation",negative,"Kirkville, Argentina","['#Trending', '#Innovation']",2024-07-08 21:56:30.417348,138,1425,Amazon
t00171,rebecca87,"Unmatched service and performance by Netflix at Paris, France! #Trending",positive,"Paris, France",['#Trending'],2025-01-08 16:53:52.888707,352,1274,Netflix
t00172,christinahensley,"Giving a try to Netflix at Paris, France! #TravelDiaries",neutral,"Paris, France",['#TravelDiaries'],2025-04-02 02:19:01.285186,238,1602,Netflix
t00173,thomasscott,"First impressions are great for Apple at Sydney, Australia! #TravelDiaries #ShopSmart",positive,"Sydney, Australia","['#TravelDiaries', '#ShopSmart']",2024-12-02 01:21:48.286362,427,1376,Apple
t00174,christina84,"First time trying products from Netflix at Paris, France! #TravelDiaries #MovieNight",neutral,"Paris, France","['#TravelDiaries', '#MovieNight']",2024-12-18 21:15:30.500717,35,421,Netflix
t00175,marissabrown,"Not sure how to feel about Apple at Mumbai, India! #NewLaunch",neutral,"Mumbai, India",['#NewLaunch'],2024-10-26 04:25:52.273292,592,2234,Apple
t00176,danieldavis,"Really disappointed with the latest update from Google at São Paulo, Brazil! #EcoFriendly #NewLaunch",negative,"São Paulo, Brazil","['#EcoFriendly', '#NewLaunch']",2024-05-24 11:39:42.667969,66,1374,Google
t00177,michael55,"Worst experience so far with Tesla at London, UK! #FitnessGoals",negative,"London, UK",['#FitnessGoals'],2024-05-03 23:06:05.836812,904,2844,Tesla
t00178,smithmichelle,"Amazing experience with the new product from Nike at Millermouth, Central African Republic! #Innovation #FitnessGoals",positive,"Millermouth, Central African Republic","['#Innovation', '#FitnessGoals']",2024-05-16 00:17:10.553038,649,2430,Nike
t00179,kbullock,"Totally recommend checking out Amazon at London, UK! #TechNews",positive,"London, UK",['#TechNews'],2025-03-31 11:13:51.273721,196,1848,Amazon
t00180,danielswilliam,"Exploring the features of Nike at Mumbai, India! #Trending #TechNews",neutral,"Mumbai, India","['#Trending', '#TechNews']",2025-04-22 17:12:31.081102,514,2032,Nike
t00181,shall,"Giving a try to Samsung at Tokyo, Japan! #ShopSmart #TechNews",neutral,"Tokyo, Japan","['#ShopSmart', '#TechNews']",2025-03-10 17:11:57.400286,889,1215,Samsung
t00182,kimberlyshelton,"Blown away by the quality of Apple at London, UK! #TechNews #FitnessGoals",positive,"London, UK","['#TechNews', '#FitnessGoals']",2025-02-19 15:52:45.591882,867,2192,Apple
t00183,miguelramsey,"Unmatched service and performance by Tesla at West Ashleyton, Uganda! #Innovation",positive,"West Ashleyton, Uganda",['#Innovation'],2025-02-18 15:15:45.385014,920,2801,Tesla
t00184,reesesharon,"Major letdown from Netflix at Berlin, Germany! #ShopSmart",negative,"Berlin, Germany",['#ShopSmart'],2025-02-20 12:40:46.579871,32,83,Netflix
t00185,torresamanda,"Not satisfied with the recent changes by Nike at São Paulo, Brazil! #NewLaunch",negative,"São Paulo, Brazil",['#NewLaunch'],2024-09-06 11:32:25.063469,862,1264,Nike
t00186,timothycarroll,"First time trying products from Samsung at London, UK! #Innovation #EcoFriendly",neutral,"London, UK","['#Innovation', '#EcoFriendly']",2024-06-16 04:30:36.907669,576,848,Samsung
t00187,uperry,"Unexpected issues faced with Tesla at Sydney, Australia! #MovieNight",negative,"Sydney, Australia",['#MovieNight'],2024-12-30 04:13:26.170440,192,1420,Tesla
t00188,mgomez,"Terrible experience with Netflix at New York, USA! #TechNews #ShopSmart",negative,"New York, USA","['#TechNews', '#ShopSmart']",2024-10-20 16:57:38.568097,171,2104,Netflix
t00189,amandacarter,"Blown away by the quality of Tesla at Matthewburgh, Nepal! #Trending",positive,"Matthewburgh, Nepal",['#Trending'],2024-11-26 02:05:08.484967,347,1866,Tesla
t00190,ikeller,"Super impressed by the quality of Google at Paris, France! #NewLaunch #FitnessGoals",positive,"Paris, France","['#NewLaunch', '#FitnessGoals']",2024-09-18 02:49:32.735671,112,347,Google
t00191,gardnerlisa,"Checked out the new update of Google at Ashleyhaven, Cote d'Ivoire! #TravelDiaries",neutral,"Ashleyhaven, Cote d'Ivoire",['#TravelDiaries'],2024-12-28 04:35:48.380542,347,827,Google
t00192,erinknight,"Loving the fresh updates brought by Google at Lake Andreaborough, Mauritius! #NewLaunch #FitnessGoals",positive,"Lake Andreaborough, Mauritius","['#NewLaunch', '#FitnessGoals']",2024-05-10 04:25:09.145992,150,1364,Google
t00193,achavez,"Not sure how to feel about Amazon at New York, USA! #EcoFriendly",neutral,"New York, USA",['#EcoFriendly'],2024-10-17 08:59:23.951049,429,2121,Amazon
t00194,amendez,"Totally recommend checking out Samsung at São Paulo, Brazil! #TechNews #Trending",positive,"São Paulo, Brazil","['#TechNews', '#Trending']",2024-10-28 03:53:46.682443,663,1541,Samsung
t00195,rhondaalvarez,"Frustrated by the poor service at Samsung at Los Angeles, USA! #MovieNight",negative,"Los Angeles, USA",['#MovieNight'],2024-10-10 17:28:23.617476,902,1431,Samsung
t00196,karencollins,"Terrible experience with Adidas at Los Angeles, USA! #Trending #TravelDiaries",negative,"Los Angeles, USA","['#Trending', '#TravelDiaries']",2024-10-26 14:14:30.116110,617,2014,Adidas
t00197,wattstabitha,"Random thoughts on Netflix at London, UK! #FitnessGoals #TechNews",neutral,"London, UK","['#FitnessGoals', '#TechNews']",2025-03-21 13:53:57.591121,568,664,Netflix
t00198,patrickmeyers,"Could have been better, talking about Netflix at Port Cody, Norway! #ShopSmart #Innovation",negative,"Port Cody, Norway","['#ShopSmart', '#Innovation']",2024-10-25 17:13:06.617039,8,1072,Netflix
t00199,vhopkins,"Unmatched service and performance by Adidas at Heatherchester, Cuba! #FitnessGoals #TravelDiaries",positive,"Heatherchester, Cuba","['#FitnessGoals', '#TravelDiaries']",2025-03-09 08:20:54.002562,110,1725,Adidas
t00200,avillanueva,"First time trying products from Samsung at Berlin, Germany! #EcoFriendly",neutral,"Berlin, Germany",['#EcoFriendly'],2024-12-30 06:47:31.145586,269,720,Samsung
t00201,steven99,"Unmatched service and performance by Amazon at Los Angeles, USA! #Innovation",positive,"Los Angeles, USA",['#Innovation'],2024-06-30 17:28:59.709952,114,520,Amazon
t00202,donald15,"Just another update from Amazon at Dennisfort, Guyana! #MovieNight",neutral,"Dennisfort, Guyana",['#MovieNight'],2024-05-13 07:36:53.194722,306,2292,Amazon
t00203,whiteclinton,"Had an average experience with Nike at New York, USA! #TravelDiaries",neutral,"New York, USA",['#TravelDiaries'],2024-05-25 03:34:28.231100,667,2651,Nike
t00204,cynthia84,"Loving the fresh updates brought by Amazon at Stevenborough, Switzerland! #MovieNight",positive,"Stevenborough, Switzerland",['#MovieNight'],2025-03-23 20:25:45.771116,11,1223,Amazon
t00205,benjaminpalmer,"Another fantastic innovation from Nike at London, UK! #TravelDiaries",positive,"London, UK",['#TravelDiaries'],2024-10-27 01:31:56.339325,821,1910,Nike
t00206,cynthiastanley,"Giving a try to Nike at Tokyo, Japan! #Trending",neutral,"Tokyo, Japan",['#Trending'],2024-09-27 13:30:51.087938,802,1256,Nike
t00207,ajennings,"Honestly, not happy with Tesla at Roberttown, Saint Pierre and Miquelon! #TravelDiaries #FitnessGoals",negative,"Roberttown, Saint Pierre and Miquelon","['#TravelDiaries', '#FitnessGoals']",2024-10-10 08:56:46.221617,154,973,Tesla
t00208,cynthiarandolph,"First impressions are great for Amazon at Berlin, Germany! #FitnessGoals #MovieNight",positive,"Berlin, Germany","['#FitnessGoals', '#MovieNight']",2025-02-16 10:12:00.602266,912,1982,Amazon
t00209,jenna24,"Totally recommend checking out Nike at Marcusbury, Kenya! #Trending #MovieNight",positive,"Marcusbury, Kenya","['#Trending', '#MovieNight']",2025-03-12 11:05:22.628864,386,577,Nike
t00210,michelle34,"Excited about the new launch event of Netflix at Los Angeles, USA! #ShopSmart #NewLaunch",positive,"Los Angeles, USA","['#ShopSmart', '#NewLaunch']",2025-04-08 09:26:29.084354,282,1207,Netflix
t00211,wchambers,"Just another update from Amazon at East Margaretside, Libyan Arab Jamahiriya! #EcoFriendly #TechNews",neutral,"East Margaretside, Libyan Arab Jamahiriya","['#EcoFriendly', '#TechNews']",2025-04-13 16:51:51.399382,240,815,Amazon
t00212,jwilliams,"Unmatched service and performance by Amazon at Los Angeles, USA! #TravelDiaries",positive,"Los Angeles, USA",['#TravelDiaries'],2024-12-17 11:13:18.229405,72,1717,Amazon
t00213,obernard,"Yet to form a solid opinion about Samsung at Mumbai, India! #Trending #MovieNight",neutral,"Mumbai, India","['#Trending', '#MovieNight']",2024-09-03 19:51:19.215562,730,1305,Samsung
t00214,marshjames,"Major letdown from Apple at Paris, France! #EcoFriendly #Innovation",negative,"Paris, France","['#EcoFriendly', '#Innovation']",2025-01-25 00:04:45.029555,416,1730,Apple
t00215,durhamlisa,"Just another update from Apple at New York, USA! #TravelDiaries",neutral,"New York, USA",['#TravelDiaries'],2024-08-10 06:38:33.892308,680,1013,Apple
t00216,hayneschristopher,"Exploring the features of Netflix at New York, USA! #TechNews #FitnessGoals",neutral,"New York, USA","['#TechNews', '#FitnessGoals']",2025-04-13 18:44:32.438675,752,2334,Netflix
t00217,tjackson,"First time trying products from Apple at Berlin, Germany! #EcoFriendly #Innovation",neutral,"Berlin, Germany","['#EcoFriendly', '#Innovation']",2024-08-24 17:13:33.925628,146,333,Apple
t00218,foxjennifer,"Another fantastic innovation from Samsung at London, UK! #TravelDiaries #FitnessGoals",positive,"London, UK","['#TravelDiaries', '#FitnessGoals']",2024-05-13 08:20:02.612805,822,958,Samsung
t00219,smarks,"Totally recommend checking out Nike at Mumbai, India! #TravelDiaries",positive,"Mumbai, India",['#TravelDiaries'],2025-01-30 21:52:19.101859,24,579,Nike
t00220,fullermary,"Random thoughts on Samsung at Tokyo, Japan! #EcoFriendly",neutral,"Tokyo, Japan",['#EcoFriendly'],2024-11-21 17:17:36.755878,232,702,Samsung
t00221,ramirezwilliam,"Not satisfied with the recent changes by Nike at Mumbai, India! #TravelDiaries",negative,"Mumbai, India",['#TravelDiaries'],2024-07-31 08:06:34.201710,406,780,Nike
t00222,amy35,"Yet to form a solid opinion about Nike at New York, USA! #Trending",neutral,"New York, USA",['#Trending'],2024-12-28 05:32:06.320898,764,1530,Nike
t00223,thompsonjohn,"Another fantastic innovation from Samsung at Sydney, Australia! #ShopSmart #Trending",positive,"Sydney, Australia","['#ShopSmart', '#Trending']",2024-10-20 15:33:20.919021,851,1133,Samsung
t00224,ssparks,"Exploring the features of Tesla at Berlin, Germany! #TechNews",neutral,"Berlin, Germany",['#TechNews'],2024-05-28 20:47:55.651301,401,1482,Tesla
t00225,uberry,"Honestly, not happy with Samsung at Berlin, Germany! #Innovation #MovieNight",negative,"Berlin, Germany","['#Innovation', '#MovieNight']",2025-01-25 21:12:58.890530,606,1714,Samsung
t00226,robertsheather,"Terrible experience with Nike at Tokyo, Japan! #Innovation",negative,"Tokyo, Japan",['#Innovation'],2025-01-04 09:29:10.150440,139,1579,Nike
t00227,jacob31,"Unexpected issues faced with Amazon at Tokyo, Japan! #EcoFriendly #Trending",negative,"Tokyo, Japan","['#EcoFriendly', '#Trending']",2024-05-03 08:40:20.472236,17,1743,Amazon
t00228,zanthony,"Honestly, not happy with Netflix at West Josephport, Bolivia! #ShopSmart #NewLaunch",negative,"West Josephport, Bolivia","['#ShopSmart', '#NewLaunch']",2025-03-01 03:57:55.306576,6,1862,Netflix
t00229,lunavictoria,"Worst experience so far with Google at São Paulo, Brazil! #TravelDiaries",negative,"São Paulo, Brazil",['#TravelDiaries'],2024-11-04 14:58:30.208425,249,1114,Google
t00230,lauren23,"Loving the fresh updates brought by Apple at Los Angeles, USA! #Trending",positive,"Los Angeles, USA",['#Trending'],2024-08-17 11:31:56.959287,53,1362,Apple
t00231,rhunter,"Super impressed by the quality of Apple at Los Angeles, USA! #MovieNight",positive,"Los Angeles, USA",['#MovieNight'],2025-02-25 19:22:44.371198,8,897,Apple
t00232,smithgabriel,"Frustrated by the poor service at Google at London, UK! #TechNews",negative,"London, UK",['#TechNews'],2024-10-27 21:52:36.292126,215,1639,Google
